participant_id,trip_id,source_file,raw_point_index,point_index,latitude,longitude,elevation_m,timestamp_raw,timestamp_utc,trim_action
P01,T01,P01_T01,37,37,52.22636706379413,6.890881435433137,40.12261535227299,2026-06-06T11:21:24Z,2026-06-06T11:21:24Z,kept_untrimmed
P01,T01,P01_T01,38,38,52.22646891712634,6.89085204591836,39.78651182632893,2026-06-06T11:21:26Z,2026-06-06T11:21:26Z,kept_untrimmed
P01,T01,P01_T01,39,39,52.22655943024783,6.8908077603820646,39.070571071468294,2026-06-06T11:21:28Z,2026-06-06T11:21:28Z,kept_untrimmed
P01,T01,P01_T01,40,40,52.226662737333456,6.890773455178669,39.5150207541883,2026-06-06T11:21:30Z,2026-06-06T11:21:30Z,kept_untrimmed
P01,T01,P01_T01,41,41,52.226774121467734,6.8907075768749495,39.75945298280567,2026-06-06T11:21:32Z,2026-06-06T11:21:32Z,kept_untrimmed
P01,T01,P01_T01,42,42,52.22688846784221,6.890625828492929,39.813603651709855,2026-06-06T11:21:35Z,2026-06-06T11:21:35Z,kept_untrimmed
P01,T01,P01_T01,43,43,52.227003233598275,6.890587232034385,39.73009719513357,2026-06-06T11:21:37Z,2026-06-06T11:21:37Z,kept_untrimmed
P01,T01,P01_T01,44,44,52.22709945573081,6.8905727596037005,39.91131488792598,2026-06-06T11:21:39Z,2026-06-06T11:21:39Z,kept_untrimmed
P01,T01,P01_T01,45,45,52.227232121533945,6.890566863884448,39.281562343239784,2026-06-06T11:21:42Z,2026-06-06T11:21:42Z,kept_untrimmed
P01,T01,P01_T01,46,46,52.22732628804675,6.890492809616248,39.02439817134291,2026-06-06T11:21:45Z,2026-06-06T11:21:45Z,kept_untrimmed
P01,T01,P01_T01,47,47,52.22744103792883,6.890417270567242,38.85386413987726,2026-06-06T11:21:48Z,2026-06-06T11:21:48Z,kept_untrimmed
P01,T01,P01_T01,48,48,52.22752719423687,6.890375518766185,39.46988548338413,2026-06-06T11:21:50Z,2026-06-06T11:21:50Z,kept_untrimmed
P01,T01,P01_T01,49,49,52.22762009268475,6.890313621731429,39.3307943418622,2026-06-06T11:21:52Z,2026-06-06T11:21:52Z,kept_untrimmed
P01,T01,P01_T01,50,50,52.22776219309552,6.890288649797088,38.424914337694645,2026-06-06T11:21:55Z,2026-06-06T11:21:55Z,kept_untrimmed
P01,T01,P01_T01,51,51,52.227865922456175,6.890214870102101,39.09296075999737,2026-06-06T11:21:57Z,2026-06-06T11:21:57Z,kept_untrimmed
P01,T01,P01_T01,52,52,52.227985970396375,6.89018066394972,39.32239575870335,2026-06-06T11:22:00Z,2026-06-06T11:22:00Z,kept_untrimmed
P01,T01,P01_T01,53,53,52.22807761404223,6.890147079369987,39.12460089661181,2026-06-06T11:22:02Z,2026-06-06T11:22:02Z,kept_untrimmed
P01,T01,P01_T01,54,54,52.22817219138007,6.8901031634922205,40.02432603575289,2026-06-06T11:22:06Z,2026-06-06T11:22:06Z,kept_untrimmed
P01,T01,P01_T01,55,55,52.228296199039356,6.88995302379166,40.616030658595264,2026-06-06T11:22:39Z,2026-06-06T11:22:39Z,kept_untrimmed
P01,T01,P01_T01,56,56,52.22839659624305,6.8899638002118,39.40995156764984,2026-06-06T11:22:47Z,2026-06-06T11:22:47Z,kept_untrimmed
P01,T01,P01_T01,57,57,52.22848381019424,6.889876654921459,39.07393747288734,2026-06-06T11:22:51Z,2026-06-06T11:22:51Z,kept_untrimmed
P01,T01,P01_T01,58,58,52.22845384290179,6.8897222836078775,38.68617628607899,2026-06-06T11:22:56Z,2026-06-06T11:22:56Z,kept_untrimmed
P01,T01,P01_T01,59,59,52.228411073110905,6.889571336073835,39.24895777925849,2026-06-06T11:22:59Z,2026-06-06T11:22:59Z,kept_untrimmed
P01,T01,P01_T01,60,60,52.22838459578605,6.889408041685375,38.98676150012761,2026-06-06T11:23:02Z,2026-06-06T11:23:02Z,kept_untrimmed
P01,T01,P01_T01,61,61,52.22832289556579,6.8892155146295355,40.289317175745964,2026-06-06T11:23:05Z,2026-06-06T11:23:05Z,kept_untrimmed
P01,T01,P01_T01,62,62,52.22829137811521,6.889064132038729,38.76633073296398,2026-06-06T11:23:09Z,2026-06-06T11:23:09Z,kept_untrimmed
P01,T01,P01_T01,63,63,52.22822696052406,6.888900744068833,38.08564423955977,2026-06-06T11:23:12Z,2026-06-06T11:23:12Z,kept_untrimmed
P01,T01,P01_T01,64,64,52.22818219882767,6.888769884002583,37.80419356096536,2026-06-06T11:23:14Z,2026-06-06T11:23:14Z,kept_untrimmed
P01,T01,P01_T01,65,65,52.22817647402498,6.88857208955057,37.74723732378334,2026-06-06T11:23:18Z,2026-06-06T11:23:18Z,kept_untrimmed
P01,T01,P01_T01,66,66,52.22824782775678,6.888464944502399,38.68083599302918,2026-06-06T11:23:21Z,2026-06-06T11:23:21Z,kept_untrimmed
P01,T01,P01_T01,67,67,52.22832140105064,6.888365418922722,38.45234186947346,2026-06-06T11:23:23Z,2026-06-06T11:23:23Z,kept_untrimmed
P01,T01,P01_T01,68,68,52.22838179663914,6.888250186967688,38.48568473570049,2026-06-06T11:23:25Z,2026-06-06T11:23:25Z,kept_untrimmed
P01,T01,P01_T01,69,69,52.22845901587029,6.8881484468432665,38.762657021172345,2026-06-06T11:23:27Z,2026-06-06T11:23:27Z,kept_untrimmed
P01,T01,P01_T01,70,70,52.22854073402657,6.888002109282598,37.97653546743095,2026-06-06T11:23:29Z,2026-06-06T11:23:29Z,kept_untrimmed
P01,T01,P01_T01,71,71,52.2286231180358,6.887897651677626,38.39728965982795,2026-06-06T11:23:31Z,2026-06-06T11:23:31Z,kept_untrimmed
P01,T01,P01_T01,72,72,52.22870819092041,6.8877907992446,37.541851269081235,2026-06-06T11:23:34Z,2026-06-06T11:23:34Z,kept_untrimmed
P01,T01,P01_T01,73,73,52.22880425200137,6.887685611470106,37.084057348780334,2026-06-06T11:23:36Z,2026-06-06T11:23:36Z,kept_untrimmed
P01,T01,P01_T01,74,74,52.22890718570424,6.887565805758631,36.96847242396325,2026-06-06T11:23:38Z,2026-06-06T11:23:38Z,kept_untrimmed
P01,T01,P01_T01,75,75,52.22898328091166,6.887462933308666,37.40705638471991,2026-06-06T11:23:40Z,2026-06-06T11:23:40Z,kept_untrimmed
P01,T01,P01_T01,76,76,52.229082226592745,6.887320355544743,38.20995661430061,2026-06-06T11:23:43Z,2026-06-06T11:23:43Z,kept_untrimmed
P01,T01,P01_T01,77,77,52.22920760244836,6.887209224647509,38.6170644806698,2026-06-06T11:23:46Z,2026-06-06T11:23:46Z,kept_untrimmed
P01,T01,P01_T01,78,78,52.229312985069136,6.887108259138046,38.800247548148036,2026-06-06T11:23:49Z,2026-06-06T11:23:49Z,kept_untrimmed
P01,T01,P01_T01,79,79,52.22939064871076,6.887000508102916,38.862511271610856,2026-06-06T11:23:51Z,2026-06-06T11:23:51Z,kept_untrimmed
P01,T01,P01_T01,80,80,52.229495708753674,6.886910274434487,37.97536426316947,2026-06-06T11:23:53Z,2026-06-06T11:23:53Z,kept_untrimmed
P01,T01,P01_T01,81,81,52.22961970207687,6.886783944217647,38.537980447523296,2026-06-06T11:23:56Z,2026-06-06T11:23:56Z,kept_untrimmed
P01,T01,P01_T01,82,82,52.22970756230497,6.8866845026678325,37.24378962442279,2026-06-06T11:23:58Z,2026-06-06T11:23:58Z,kept_untrimmed
P01,T01,P01_T01,83,83,52.22978643090235,6.886607389120934,37.200977021828294,2026-06-06T11:24:00Z,2026-06-06T11:24:00Z,kept_untrimmed
P01,T01,P01_T01,84,84,52.22987092137117,6.886536696340629,36.77364452369511,2026-06-06T11:24:02Z,2026-06-06T11:24:02Z,kept_untrimmed
P01,T01,P01_T01,85,85,52.229974005800514,6.886433093801377,36.85004839114845,2026-06-06T11:24:05Z,2026-06-06T11:24:05Z,kept_untrimmed
P01,T01,P01_T01,86,86,52.23005460429411,6.8863304352208194,36.51622605510056,2026-06-06T11:24:07Z,2026-06-06T11:24:07Z,kept_untrimmed
P01,T01,P01_T01,87,87,52.23014792433728,6.886259552653394,36.27051889989525,2026-06-06T11:24:09Z,2026-06-06T11:24:09Z,kept_untrimmed
P01,T01,P01_T01,88,88,52.23027815846301,6.886167305026459,36.77200298011303,2026-06-06T11:24:12Z,2026-06-06T11:24:12Z,kept_untrimmed
P01,T01,P01_T01,89,89,52.230364114842445,6.886080312740157,36.86190269794315,2026-06-06T11:24:14Z,2026-06-06T11:24:14Z,kept_untrimmed
P01,T01,P01_T01,90,90,52.23044816289401,6.885973523376191,37.372816355898976,2026-06-06T11:24:16Z,2026-06-06T11:24:16Z,kept_untrimmed
P01,T01,P01_T01,91,91,52.23053378613688,6.885903092789996,36.858646243810654,2026-06-06T11:24:18Z,2026-06-06T11:24:18Z,kept_untrimmed
P01,T01,P01_T01,92,92,52.230638693723854,6.8858050515238745,36.42190702073276,2026-06-06T11:24:20Z,2026-06-06T11:24:20Z,kept_untrimmed
P01,T01,P01_T01,93,93,52.23073373713719,6.885703327154639,36.796136756427586,2026-06-06T11:24:22Z,2026-06-06T11:24:22Z,kept_untrimmed
P01,T01,P01_T01,94,94,52.230822134487184,6.885597511169024,36.8925950480625,2026-06-06T11:24:24Z,2026-06-06T11:24:24Z,kept_untrimmed
P01,T01,P01_T01,95,95,52.23092304570238,6.885494621045713,37.35829304624349,2026-06-06T11:24:26Z,2026-06-06T11:24:26Z,kept_untrimmed
P01,T01,P01_T01,96,96,52.231004804734006,6.885398780502066,36.53244716953486,2026-06-06T11:24:28Z,2026-06-06T11:24:28Z,kept_untrimmed
P01,T01,P01_T01,97,97,52.23109987403121,6.885301581036999,36.48933813441545,2026-06-06T11:24:30Z,2026-06-06T11:24:30Z,kept_untrimmed
P01,T01,P01_T01,98,98,52.23119009771255,6.885211238887389,36.90110205579549,2026-06-06T11:24:32Z,2026-06-06T11:24:32Z,kept_untrimmed
P01,T01,P01_T01,99,99,52.23127190335301,6.885117438593004,37.44262205529958,2026-06-06T11:24:34Z,2026-06-06T11:24:34Z,kept_untrimmed
P01,T01,P01_T01,100,100,52.23135757024926,6.885028652753827,37.303285599686205,2026-06-06T11:24:36Z,2026-06-06T11:24:36Z,kept_untrimmed
P01,T01,P01_T01,101,101,52.23143826130623,6.884942079709038,37.78215364832431,2026-06-06T11:24:38Z,2026-06-06T11:24:38Z,kept_untrimmed
P01,T01,P01_T01,102,102,52.231545665733734,6.884852178186959,37.47162684239447,2026-06-06T11:24:42Z,2026-06-06T11:24:42Z,kept_untrimmed
P01,T01,P01_T01,103,103,52.231664246454784,6.884764760071412,37.19348137266934,2026-06-06T11:24:45Z,2026-06-06T11:24:45Z,kept_untrimmed
P01,T01,P01_T01,104,104,52.231781887522665,6.884670321393356,36.58911152463406,2026-06-06T11:24:48Z,2026-06-06T11:24:48Z,kept_untrimmed
P01,T01,P01_T01,105,105,52.231871502021235,6.884590474349,37.00640673097223,2026-06-06T11:24:50Z,2026-06-06T11:24:50Z,kept_untrimmed
P01,T01,P01_T01,106,106,52.231989333983265,6.884491466310534,36.55475478526205,2026-06-06T11:24:53Z,2026-06-06T11:24:53Z,kept_untrimmed
P01,T01,P01_T01,107,107,52.23206547935619,6.884371759288393,36.68007538281381,2026-06-06T11:24:55Z,2026-06-06T11:24:55Z,kept_untrimmed
P01,T01,P01_T01,108,108,52.23215136390713,6.884289832586347,36.24081010464579,2026-06-06T11:24:57Z,2026-06-06T11:24:57Z,kept_untrimmed
P01,T01,P01_T01,109,109,52.23224194691452,6.884227087651147,36.882952904328704,2026-06-06T11:24:59Z,2026-06-06T11:24:59Z,kept_untrimmed
P01,T01,P01_T01,110,110,52.23233141419459,6.884099868348294,37.33639771491289,2026-06-06T11:25:01Z,2026-06-06T11:25:01Z,kept_untrimmed
P01,T01,P01_T01,111,111,52.23241189110573,6.883991956382956,37.086677632294595,2026-06-06T11:25:03Z,2026-06-06T11:25:03Z,kept_untrimmed
P01,T01,P01_T01,112,112,52.23250000567281,6.8839192884412785,36.410470351576805,2026-06-06T11:25:05Z,2026-06-06T11:25:05Z,kept_untrimmed
P01,T01,P01_T01,113,113,52.232602615912654,6.88380805778296,37.22848258446902,2026-06-06T11:25:07Z,2026-06-06T11:25:07Z,kept_untrimmed
P01,T01,P01_T01,114,114,52.2326786796275,6.883730020870367,36.744495591148734,2026-06-06T11:25:09Z,2026-06-06T11:25:09Z,kept_untrimmed
P01,T01,P01_T01,115,115,52.232790563205484,6.8836049088917814,36.34111120738089,2026-06-06T11:25:12Z,2026-06-06T11:25:12Z,kept_untrimmed
P01,T01,P01_T01,116,116,52.232868340698616,6.88349678632235,36.45315159391612,2026-06-06T11:25:14Z,2026-06-06T11:25:14Z,kept_untrimmed
P01,T01,P01_T01,117,117,52.23296258861571,6.883423843832467,36.916469065472484,2026-06-06T11:25:16Z,2026-06-06T11:25:16Z,kept_untrimmed
P01,T01,P01_T01,118,118,52.2330334441983,6.883327687251397,36.21748087927699,2026-06-06T11:25:18Z,2026-06-06T11:25:18Z,kept_untrimmed
P01,T01,P01_T01,119,119,52.233102362748994,6.883231132930134,35.33488886244595,2026-06-06T11:25:20Z,2026-06-06T11:25:20Z,kept_untrimmed
P01,T01,P01_T01,120,120,52.23319401376996,6.883138929401989,36.417980949394405,2026-06-06T11:25:22Z,2026-06-06T11:25:22Z,kept_untrimmed
P01,T01,P01_T01,121,121,52.23328325973665,6.883034726188042,36.90022724866867,2026-06-06T11:25:25Z,2026-06-06T11:25:25Z,kept_untrimmed
P01,T01,P01_T01,122,122,52.23339047711717,6.883026118871792,35.52286696527153,2026-06-06T11:25:28Z,2026-06-06T11:25:28Z,kept_untrimmed
P01,T01,P01_T01,123,123,52.23350332519793,6.883023910288693,35.818698671646416,2026-06-06T11:25:30Z,2026-06-06T11:25:30Z,kept_untrimmed
P01,T01,P01_T01,124,124,52.233603558607946,6.883007064763931,35.72830430790782,2026-06-06T11:25:32Z,2026-06-06T11:25:32Z,kept_untrimmed
P01,T01,P01_T01,125,125,52.23368671193543,6.882944493148934,37.00834962259978,2026-06-06T11:25:34Z,2026-06-06T11:25:34Z,kept_untrimmed
P01,T01,P01_T01,126,126,52.2337756758879,6.882798808018107,36.63178634829819,2026-06-06T11:25:37Z,2026-06-06T11:25:37Z,kept_untrimmed
P01,T01,P01_T01,127,127,52.23380488492558,6.8826552967509915,36.34901312831789,2026-06-06T11:25:39Z,2026-06-06T11:25:39Z,kept_untrimmed
P01,T01,P01_T01,128,128,52.23381483057891,6.882501801136692,35.86080115195364,2026-06-06T11:25:41Z,2026-06-06T11:25:41Z,kept_untrimmed
P01,T01,P01_T01,129,129,52.23382788279609,6.882303622592351,35.16244634333998,2026-06-06T11:25:44Z,2026-06-06T11:25:44Z,kept_untrimmed
P01,T01,P01_T01,130,130,52.23384500649452,6.8821056838890975,34.268867251463234,2026-06-06T11:25:47Z,2026-06-06T11:25:47Z,kept_untrimmed
P01,T01,P01_T01,131,131,52.23385413006629,6.881875921800947,35.33438591379672,2026-06-06T11:25:50Z,2026-06-06T11:25:50Z,kept_untrimmed
P01,T01,P01_T01,132,132,52.23383736820972,6.881730201363115,35.08954477868974,2026-06-06T11:25:52Z,2026-06-06T11:25:52Z,kept_untrimmed
P01,T01,P01_T01,133,133,52.23379454270758,6.881517827090934,35.83469233382493,2026-06-06T11:25:55Z,2026-06-06T11:25:55Z,kept_untrimmed
P01,T01,P01_T01,134,134,52.23371167455665,6.881428096297105,35.24858193472028,2026-06-06T11:25:58Z,2026-06-06T11:25:58Z,kept_untrimmed
P01,T01,P01_T01,135,135,52.23358697735713,6.881398325746158,35.47804581653327,2026-06-06T11:26:02Z,2026-06-06T11:26:02Z,kept_untrimmed
P01,T01,P01_T01,136,136,52.233494340227566,6.881404576867819,36.329814763739705,2026-06-06T11:26:05Z,2026-06-06T11:26:05Z,kept_untrimmed
P01,T01,P01_T01,137,137,52.23340034362165,6.881458429077575,36.50536391604692,2026-06-06T11:26:08Z,2026-06-06T11:26:08Z,kept_untrimmed
P01,T01,P01_T01,138,138,52.233315441369,6.881527216068604,35.79673324525356,2026-06-06T11:26:10Z,2026-06-06T11:26:10Z,kept_untrimmed
P01,T01,P01_T01,139,139,52.233207819064106,6.8815454006018735,36.016650759615004,2026-06-06T11:26:13Z,2026-06-06T11:26:13Z,kept_untrimmed
P01,T01,P01_T01,140,140,52.23311817950628,6.8815615801348375,35.35526906698942,2026-06-06T11:26:16Z,2026-06-06T11:26:16Z,kept_untrimmed
P01,T01,P01_T01,141,141,52.23302144824271,6.8816549889357,35.42480929940939,2026-06-06T11:26:19Z,2026-06-06T11:26:19Z,kept_untrimmed
P01,T01,P01_T01,142,142,52.23291845951739,6.881728249713857,36.598392402753234,2026-06-06T11:26:23Z,2026-06-06T11:26:23Z,kept_untrimmed
P01,T01,P01_T01,143,143,52.23284922182991,6.8816181650396,36.31386917922646,2026-06-06T11:26:27Z,2026-06-06T11:26:27Z,kept_untrimmed
P01,T01,P01_T01,144,144,52.232782377932395,6.881497591359436,37.14661558717489,2026-06-06T11:26:30Z,2026-06-06T11:26:30Z,kept_untrimmed
P01,T01,P01_T01,145,145,52.23268375307691,6.881376818274825,36.37312249559909,2026-06-06T11:26:34Z,2026-06-06T11:26:34Z,kept_untrimmed
P01,T01,P01_T01,146,146,52.23262008418225,6.881269193040792,36.435771165415645,2026-06-06T11:26:37Z,2026-06-06T11:26:37Z,kept_untrimmed
P01,T01,P01_T01,147,147,52.232548725971554,6.881137751468579,36.33406646642834,2026-06-06T11:26:40Z,2026-06-06T11:26:40Z,kept_untrimmed
P01,T01,P01_T01,148,148,52.23247684272778,6.881001772498118,37.1531883161515,2026-06-06T11:26:43Z,2026-06-06T11:26:43Z,kept_untrimmed
P01,T01,P01_T01,149,149,52.23239267620366,6.8808601237520035,36.94847309589386,2026-06-06T11:26:46Z,2026-06-06T11:26:46Z,kept_untrimmed
P01,T01,P01_T01,150,150,52.232311232076846,6.880688742887239,37.53255838993937,2026-06-06T11:26:49Z,2026-06-06T11:26:49Z,kept_untrimmed
P01,T01,P01_T01,151,151,52.232232343533404,6.880595914999538,36.977485409006476,2026-06-06T11:26:51Z,2026-06-06T11:26:51Z,kept_untrimmed
P01,T01,P01_T01,152,152,52.23214533920364,6.880495080120439,36.19949538633227,2026-06-06T11:26:53Z,2026-06-06T11:26:53Z,kept_untrimmed
P01,T01,P01_T01,153,153,52.232042301080554,6.880403056899942,35.563691053539515,2026-06-06T11:26:56Z,2026-06-06T11:26:56Z,kept_untrimmed
P01,T01,P01_T01,154,154,52.23195457635958,6.880345824526382,35.40427024662495,2026-06-06T11:26:58Z,2026-06-06T11:26:58Z,kept_untrimmed
P01,T01,P01_T01,155,155,52.23186086983511,6.880300405770601,35.46043467707932,2026-06-06T11:27:00Z,2026-06-06T11:27:00Z,kept_untrimmed
P01,T01,P01_T01,156,156,52.23175361271082,6.880261806439453,34.7234339248389,2026-06-06T11:27:03Z,2026-06-06T11:27:03Z,kept_untrimmed
P01,T01,P01_T01,157,157,52.23163579392051,6.8802144785106005,36.02458707801998,2026-06-06T11:27:06Z,2026-06-06T11:27:06Z,kept_untrimmed
P01,T01,P01_T01,158,158,52.23151211247707,6.880179470746351,36.90969132166356,2026-06-06T11:27:09Z,2026-06-06T11:27:09Z,kept_untrimmed
P01,T01,P01_T01,159,159,52.231419403998565,6.880117008035768,36.1500457059592,2026-06-06T11:27:11Z,2026-06-06T11:27:11Z,kept_untrimmed
P01,T01,P01_T01,160,160,52.23132935308385,6.880121175185833,36.498145926743746,2026-06-06T11:27:13Z,2026-06-06T11:27:13Z,kept_untrimmed
P01,T01,P01_T01,161,161,52.23123086879846,6.880096352968131,35.37123905494809,2026-06-06T11:27:15Z,2026-06-06T11:27:15Z,kept_untrimmed
P01,T01,P01_T01,162,162,52.231130575144256,6.8800672510158005,36.55408605188131,2026-06-06T11:27:17Z,2026-06-06T11:27:17Z,kept_untrimmed
P01,T01,P01_T01,163,163,52.23100188651991,6.880025029537176,34.744888726621866,2026-06-06T11:27:20Z,2026-06-06T11:27:20Z,kept_untrimmed
P01,T01,P01_T01,164,164,52.23088281983846,6.87998964614933,35.92393847927451,2026-06-06T11:27:23Z,2026-06-06T11:27:23Z,kept_untrimmed
P01,T01,P01_T01,165,165,52.23079333562134,6.8799741499508675,37.09665682259947,2026-06-06T11:27:25Z,2026-06-06T11:27:25Z,kept_untrimmed
P01,T01,P01_T01,166,166,52.23066812552051,6.879955911052101,36.139692943543196,2026-06-06T11:27:28Z,2026-06-06T11:27:28Z,kept_untrimmed
P01,T01,P01_T01,167,167,52.23056590652545,6.879919335357661,36.18221381865442,2026-06-06T11:27:31Z,2026-06-06T11:27:31Z,kept_untrimmed
P01,T01,P01_T01,168,168,52.2304416624814,6.879862682712999,35.31091308966279,2026-06-06T11:27:34Z,2026-06-06T11:27:34Z,kept_untrimmed
P01,T01,P01_T01,169,169,52.23035107414219,6.879807098855365,35.77270856872201,2026-06-06T11:27:37Z,2026-06-06T11:27:37Z,kept_untrimmed
P01,T01,P01_T01,170,170,52.23025018724369,6.879700913504462,36.14243455603719,2026-06-06T11:27:40Z,2026-06-06T11:27:40Z,kept_untrimmed
P01,T01,P01_T01,171,171,52.230167984895395,6.8795581902481135,36.39284504391253,2026-06-06T11:27:43Z,2026-06-06T11:27:43Z,kept_untrimmed
P01,T01,P01_T01,172,172,52.23010927519351,6.879422706659068,35.6311169443652,2026-06-06T11:27:46Z,2026-06-06T11:27:46Z,kept_untrimmed
P01,T01,P01_T01,173,173,52.230063242252236,6.879295625799523,35.67658598627895,2026-06-06T11:27:48Z,2026-06-06T11:27:48Z,kept_untrimmed
P01,T01,P01_T01,174,174,52.22998032736111,6.879119107954779,35.4496073005721,2026-06-06T11:27:51Z,2026-06-06T11:27:51Z,kept_untrimmed
P01,T01,P01_T01,175,175,52.229926802113475,6.878980403910199,35.13079594820738,2026-06-06T11:27:53Z,2026-06-06T11:27:53Z,kept_untrimmed
